,Date,Open,High,Low,Close,Volume,symbol,exchange
0.0,1632727200000,0.070664,0.070715,0.070546,0.070653,275.0621,ETH/BTC,binance
0.001,1632727500000,0.070656,0.070682,0.070564,0.070656,203.9839,ETH/BTC,binance
0.002,1632727800000,0.070655,0.07074,0.070649,0.070684,349.9023,ETH/BTC,binance
0.003,1632728100000,0.070684,0.070709,0.070559,0.070561,236.6003,ETH/BTC,binance
0.004,1632728400000,0.070561,0.070678,0.070536,0.070678,226.1661,ETH/BTC,binance
0.005,1632728700000,0.070672,0.070826,0.070617,0.070797,196.4363,ETH/BTC,binance
0.006,1632729000000,0.070794,0.070816,0.070709,0.070709,230.1494,ETH/BTC,binance
0.007,1632729300000,0.07071,0.0708,0.070695,0.070751,176.3813,ETH/BTC,binance
0.008,1632729600000,0.070752,0.070847,0.070637,0.070651,367.9432,ETH/BTC,binance
0.009,1632729900000,0.070651,0.070753,0.070649,0.070694,129.47,ETH/BTC,binance
0.01,1632730200000,0.070692,0.070758,0.070646,0.070747,159.7888,ETH/BTC,binance
0.011,1632730500000,0.070751,0.070774,0.07069,0.070725,167.6665,ETH/BTC,binance
0.012,1632730800000,0.070725,0.070774,0.07068,0.070748,157.7898,ETH/BTC,binance
0.013,1632731100000,0.070748,0.070786,0.070715,0.070763,144.2421,ETH/BTC,binance
0.014,1632731400000,0.070763,0.070958,0.070748,0.07093,334.4022,ETH/BTC,binance
0.015,1632731700000,0.07093,0.071073,0.070912,0.071073,243.8172,ETH/BTC,binance
0.016,1632732000000,0.071072,0.07133,0.070943,0.070992,552.6988,ETH/BTC,binance
0.017,1632732300000,0.071,0.071067,0.07097,0.071022,230.6564,ETH/BTC,binance
0.018,1632732600000,0.071029,0.071044,0.070919,0.070924,173.5624,ETH/BTC,binance
0.019,1632732900000,0.070923,0.070953,0.070837,0.070948,549.6219,ETH/BTC,binance
0.02,1632733200000,0.070946,0.071143,0.070877,0.071099,390.1438,ETH/BTC,binance
0.021,1632733500000,0.071096,0.071168,0.070961,0.070966,594.9491,ETH/BTC,binance
0.022,1632733800000,0.070963,0.071034,0.07095,0.071013,277.0943,ETH/BTC,binance
0.023,1632734100000,0.071023,0.071139,0.070968,0.071089,276.8099,ETH/BTC,binance
