,Date,Open,High,Low,Close,Volume,symbol,exchange
0.0,1633304700000,0.07101,0.07102,0.070894,0.070927,172.6512,ETH/BTC,binance
0.001,1633305000000,0.070932,0.070997,0.070926,0.070982,74.6606,ETH/BTC,binance
0.002,1633305300000,0.070985,0.070985,0.070874,0.070907,132.8427,ETH/BTC,binance
0.003,1633305600000,0.070902,0.071013,0.070881,0.071,189.356,ETH/BTC,binance
0.004,1633305900000,0.071008,0.071013,0.070933,0.070942,107.379,ETH/BTC,binance
0.005,1633306200000,0.070942,0.070993,0.070913,0.070949,166.2162,ETH/BTC,binance
0.006,1633306500000,0.070942,0.07096,0.07089,0.070924,136.4853,ETH/BTC,binance
0.007,1633306800000,0.07092,0.070976,0.070887,0.070925,122.9148,ETH/BTC,binance
0.008,1633307100000,0.070926,0.070926,0.070865,0.070894,120.0039,ETH/BTC,binance
0.009,1633307400000,0.070895,0.070895,0.070828,0.070829,174.0603,ETH/BTC,binance
0.01,1633307700000,0.070828,0.070836,0.070723,0.070773,206.1505,ETH/BTC,binance
0.011,1633308000000,0.070773,0.070773,0.070627,0.070633,527.8199,ETH/BTC,binance
0.012,1633308300000,0.070626,0.070698,0.070625,0.070661,431.1706,ETH/BTC,binance
0.013,1633308600000,0.070662,0.070674,0.070574,0.070601,203.0653,ETH/BTC,binance
0.014,1633308900000,0.070602,0.070626,0.070292,0.070365,1336.4679,ETH/BTC,binance
0.015,1633309200000,0.070369,0.070369,0.0701,0.070292,1256.9398,ETH/BTC,binance
0.016,1633309500000,0.070292,0.070337,0.07011,0.070337,402.8238,ETH/BTC,binance
0.017,1633309800000,0.070339,0.070431,0.070321,0.070401,396.1859,ETH/BTC,binance
0.018,1633310100000,0.070401,0.070569,0.070401,0.070522,451.0411,ETH/BTC,binance
0.019,1633310400000,0.070523,0.070549,0.070424,0.070517,249.1251,ETH/BTC,binance
0.02,1633310700000,0.070518,0.070558,0.070395,0.070429,198.6934,ETH/BTC,binance
0.021,1633311000000,0.070428,0.070501,0.070344,0.070458,161.7229,ETH/BTC,binance
0.022,1633311300000,0.07046,0.070563,0.070455,0.070541,178.3323,ETH/BTC,binance
0.023,1633311600000,0.070533,0.070625,0.070497,0.070621,134.9476,ETH/BTC,binance
0.024,1633311900000,0.070617,0.070672,0.070604,0.070617,133.0793,ETH/BTC,binance
0.025,1633312200000,0.070617,0.070674,0.070617,0.07065,147.3291,ETH/BTC,binance
0.026,1633312500000,0.070647,0.070648,0.070552,0.070603,182.9493,ETH/BTC,binance
0.027,1633312800000,0.070604,0.070606,0.070417,0.070451,343.5835,ETH/BTC,binance
0.028,1633313100000,0.07045,0.070598,0.070426,0.070574,279.2776,ETH/BTC,binance
0.029,1633313400000,0.070574,0.070609,0.070528,0.070592,165.8223,ETH/BTC,binance
0.03,1633313700000,0.070593,0.070615,0.070509,0.07055,138.9813,ETH/BTC,binance
0.031,1633314000000,0.070535,0.070572,0.070486,0.070486,162.3552,ETH/BTC,binance
0.032,1633314300000,0.070486,0.07057,0.070385,0.070394,198.3798,ETH/BTC,binance
0.033,1633314600000,0.070391,0.070481,0.070388,0.070435,196.1768,ETH/BTC,binance
0.034,1633314900000,0.07043,0.070467,0.070411,0.070444,102.9515,ETH/BTC,binance
0.035,1633315200000,0.070442,0.070461,0.070399,0.070405,100.5301,ETH/BTC,binance
0.036,1633315500000,0.070406,0.070419,0.070314,0.070353,179.2608,ETH/BTC,binance
0.037,1633315800000,0.070351,0.070375,0.070326,0.070358,153.0875,ETH/BTC,binance
0.038,1633316100000,0.070357,0.070501,0.070356,0.07046,199.7188,ETH/BTC,binance
0.039,1633316400000,0.07046,0.07046,0.070176,0.070331,712.9424,ETH/BTC,binance
0.04,1633316700000,0.070327,0.070356,0.070249,0.070292,403.452,ETH/BTC,binance
0.041,1633317000000,0.070292,0.070298,0.070195,0.070272,302.3732,ETH/BTC,binance
0.042,1633317300000,0.070273,0.07034,0.070253,0.070272,146.8513,ETH/BTC,binance
0.043,1633317600000,0.07027,0.070313,0.07021,0.07028,213.4462,ETH/BTC,binance
0.044,1633317900000,0.070279,0.070325,0.070226,0.07027,95.2505,ETH/BTC,binance
0.045,1633318200000,0.070256,0.070409,0.070256,0.070379,191.1465,ETH/BTC,binance
0.046,1633318500000,0.070385,0.070385,0.07028,0.070297,178.7208,ETH/BTC,binance
0.047,1633318800000,0.070301,0.070391,0.070296,0.070333,143.4543,ETH/BTC,binance
0.048,1633319100000,0.070332,0.070361,0.07023,0.07023,351.0199,ETH/BTC,binance
0.049,1633319400000,0.070231,0.070333,0.070222,0.070318,178.1781,ETH/BTC,binance
0.05,1633319700000,0.070315,0.070334,0.070243,0.070271,155.6736,ETH/BTC,binance
0.051,1633320000000,0.070263,0.070328,0.070227,0.07031,284.5085,ETH/BTC,binance
0.052,1633320300000,0.070305,0.07047,0.070294,0.070422,538.7391,ETH/BTC,binance
0.053,1633320600000,0.070423,0.070475,0.07034,0.07035,287.368,ETH/BTC,binance
0.054,1633320900000,0.070348,0.070355,0.070251,0.070252,216.0646,ETH/BTC,binance
0.055,1633321200000,0.07025,0.070264,0.070174,0.070177,134.0113,ETH/BTC,binance
0.056,1633321500000,0.070177,0.070278,0.07015,0.070252,192.5169,ETH/BTC,binance
0.057,1633321800000,0.070249,0.070298,0.070181,0.070253,233.4047,ETH/BTC,binance
0.058,1633322100000,0.070251,0.070372,0.070243,0.070354,160.9204,ETH/BTC,binance
0.059,1633322400000,0.07036,0.070378,0.070274,0.070298,124.1925,ETH/BTC,binance
0.06,1633322700000,0.070294,0.07038,0.070283,0.070299,200.1403,ETH/BTC,binance
0.061,1633323000000,0.0703,0.070343,0.070228,0.070236,199.7611,ETH/BTC,binance
0.062,1633323300000,0.070232,0.070279,0.070226,0.070248,197.4575,ETH/BTC,binance
0.063,1633323600000,0.070248,0.070383,0.070242,0.070374,139.223,ETH/BTC,binance
0.064,1633323900000,0.070377,0.070393,0.070345,0.070376,167.3502,ETH/BTC,binance
0.065,1633324200000,0.070373,0.070402,0.070343,0.070349,144.9315,ETH/BTC,binance
0.066,1633324500000,0.070351,0.070392,0.070338,0.070387,86.5487,ETH/BTC,binance
0.067,1633324800000,0.070394,0.070455,0.070379,0.070407,141.4954,ETH/BTC,binance
0.068,1633325100000,0.070415,0.070427,0.07035,0.070375,144.6002,ETH/BTC,binance
0.069,1633325400000,0.070375,0.070408,0.070348,0.07035,102.323,ETH/BTC,binance
0.07,1633325700000,0.070356,0.070356,0.070315,0.070324,76.6845,ETH/BTC,binance
0.071,1633326000000,0.070316,0.070352,0.070304,0.070345,120.6362,ETH/BTC,binance
0.072,1633326300000,0.070344,0.0704,0.070289,0.070399,165.3631,ETH/BTC,binance
0.073,1633326600000,0.070395,0.070404,0.070337,0.070404,62.9734,ETH/BTC,binance
0.074,1633326900000,0.070407,0.070438,0.070385,0.070407,86.3847,ETH/BTC,binance
0.075,1633327200000,0.070407,0.07046,0.070383,0.07046,121.3154,ETH/BTC,binance
0.076,1633327500000,0.07046,0.07046,0.070357,0.070405,121.8446,ETH/BTC,binance
0.077,1633327800000,0.070402,0.070413,0.070312,0.070342,118.6955,ETH/BTC,binance
0.078,1633328100000,0.070342,0.070342,0.070281,0.070313,107.1444,ETH/BTC,binance
0.079,1633328400000,0.070315,0.070324,0.070261,0.070324,119.3336,ETH/BTC,binance
0.08,1633328700000,0.070332,0.070336,0.070173,0.070215,146.9172,ETH/BTC,binance
0.081,1633329000000,0.070216,0.07024,0.070183,0.070223,122.2561,ETH/BTC,binance
0.082,1633329300000,0.070224,0.070278,0.070192,0.070204,112.2871,ETH/BTC,binance
0.083,1633329600000,0.070204,0.070218,0.07016,0.070189,203.6859,ETH/BTC,binance
0.084,1633329900000,0.070189,0.070243,0.070159,0.070226,203.0571,ETH/BTC,binance
0.085,1633330200000,0.070225,0.070297,0.070201,0.070216,185.7434,ETH/BTC,binance
0.086,1633330500000,0.070216,0.070244,0.07015,0.07015,135.7124,ETH/BTC,binance
0.087,1633330800000,0.070152,0.070163,0.070101,0.070128,184.8168,ETH/BTC,binance
0.088,1633331100000,0.070127,0.070175,0.070103,0.070175,126.6254,ETH/BTC,binance
0.089,1633331400000,0.070172,0.070221,0.070132,0.07014,180.5364,ETH/BTC,binance
0.09,1633331700000,0.07014,0.0702,0.070126,0.070126,126.2935,ETH/BTC,binance
0.091,1633332000000,0.07013,0.070162,0.069988,0.070072,392.434,ETH/BTC,binance
0.092,1633332300000,0.070072,0.070175,0.070045,0.070169,185.1999,ETH/BTC,binance
0.093,1633332600000,0.070169,0.070248,0.070073,0.070248,230.7897,ETH/BTC,binance
0.094,1633332900000,0.070248,0.070303,0.070216,0.070299,228.5117,ETH/BTC,binance
0.095,1633333200000,0.070299,0.070299,0.070206,0.070229,215.7884,ETH/BTC,binance
0.096,1633333500000,0.070243,0.070342,0.070208,0.070342,88.6952,ETH/BTC,binance
0.097,1633333800000,0.070337,0.070367,0.070284,0.070359,143.2933,ETH/BTC,binance
0.098,1633334100000,0.070367,0.070657,0.070367,0.070609,324.888,ETH/BTC,binance
0.099,1633334400000,0.070612,0.070644,0.07056,0.070607,510.2357,ETH/BTC,binance
0.1,1633334700000,0.070607,0.070618,0.070448,0.070453,236.4781,ETH/BTC,binance
0.101,1633335000000,0.070451,0.070505,0.070417,0.07044,99.5012,ETH/BTC,binance
0.102,1633335300000,0.070429,0.070462,0.070371,0.0704,184.2038,ETH/BTC,binance
0.103,1633335600000,0.070399,0.070399,0.070323,0.070375,124.5839,ETH/BTC,binance
0.104,1633335900000,0.070375,0.070376,0.070319,0.070349,175.5966,ETH/BTC,binance
0.105,1633336200000,0.07035,0.070353,0.07029,0.070319,233.5343,ETH/BTC,binance
0.106,1633336500000,0.070321,0.070348,0.070279,0.070315,178.0789,ETH/BTC,binance
0.107,1633336800000,0.070312,0.070366,0.070297,0.070334,135.076,ETH/BTC,binance
0.108,1633337100000,0.07033,0.070342,0.070265,0.07033,145.2185,ETH/BTC,binance
0.109,1633337400000,0.070326,0.070326,0.070238,0.070288,163.8869,ETH/BTC,binance
0.11,1633337700000,0.070287,0.070304,0.070253,0.070291,107.2078,ETH/BTC,binance
0.111,1633338000000,0.070282,0.07029,0.070246,0.070252,217.8953,ETH/BTC,binance
0.112,1633338300000,0.070253,0.070267,0.070222,0.070239,124.4976,ETH/BTC,binance
0.113,1633338600000,0.070238,0.070257,0.070211,0.070211,101.861,ETH/BTC,binance
0.114,1633338900000,0.070211,0.07029,0.070208,0.070289,99.7039,ETH/BTC,binance
0.115,1633339200000,0.070298,0.070405,0.070298,0.070356,150.2881,ETH/BTC,binance
0.116,1633339500000,0.070345,0.070352,0.070293,0.070345,103.9671,ETH/BTC,binance
0.117,1633339800000,0.070345,0.070388,0.07033,0.070356,145.4563,ETH/BTC,binance
0.118,1633340100000,0.070356,0.070385,0.070273,0.070274,199.1732,ETH/BTC,binance
0.119,1633340400000,0.070271,0.070288,0.070238,0.070266,123.7299,ETH/BTC,binance
0.12,1633340700000,0.070261,0.070308,0.070234,0.070282,156.6959,ETH/BTC,binance
0.121,1633341000000,0.070277,0.070299,0.070214,0.070215,112.705,ETH/BTC,binance
0.122,1633341300000,0.070225,0.070274,0.070195,0.070257,121.0448,ETH/BTC,binance
