,Date,Open,High,Low,Close,Volume,symbol,exchange
0.0,1635630000000,0.069762,0.069805,0.069751,0.069754,56.335,ETH/BTC,binance
0.001,1635630300000,0.069752,0.069837,0.069688,0.069821,160.2794,ETH/BTC,binance
0.002,1635630600000,0.069814,0.069826,0.069758,0.069813,69.9405,ETH/BTC,binance
0.003,1635630900000,0.069808,0.069829,0.069713,0.06972,216.1205,ETH/BTC,binance
0.004,1635631200000,0.069719,0.069754,0.069667,0.069667,142.0455,ETH/BTC,binance
0.005,1635631500000,0.069667,0.069727,0.069649,0.069679,193.0814,ETH/BTC,binance
0.006,1635631800000,0.069692,0.069741,0.069611,0.069741,173.0106,ETH/BTC,binance
0.007,1635632100000,0.069741,0.069748,0.069679,0.069723,140.6977,ETH/BTC,binance
0.008,1635632400000,0.069717,0.069752,0.069657,0.069669,126.7399,ETH/BTC,binance
0.009,1635632700000,0.069669,0.069689,0.069547,0.069618,194.058,ETH/BTC,binance
0.01,1635633000000,0.069609,0.069626,0.069388,0.069446,431.7798,ETH/BTC,binance
0.011,1635633300000,0.069454,0.06956,0.069418,0.069517,312.2379,ETH/BTC,binance
0.012,1635633600000,0.069512,0.069531,0.069435,0.069507,162.0464,ETH/BTC,binance
0.013,1635633900000,0.069512,0.069648,0.069506,0.069639,202.7299,ETH/BTC,binance
0.014,1635634200000,0.069632,0.069729,0.069605,0.069699,148.6098,ETH/BTC,binance
0.015,1635634500000,0.069704,0.069767,0.069629,0.069663,261.2975,ETH/BTC,binance
0.016,1635634800000,0.069659,0.069676,0.069541,0.069662,187.7923,ETH/BTC,binance
0.017,1635635100000,0.06966,0.069787,0.069643,0.069711,205.5909,ETH/BTC,binance
0.018,1635635400000,0.069712,0.069793,0.069667,0.069722,249.3378,ETH/BTC,binance
0.019,1635635700000,0.069719,0.069745,0.069678,0.069678,130.0397,ETH/BTC,binance
0.02,1635636000000,0.069678,0.069691,0.069574,0.069595,242.8424,ETH/BTC,binance
0.021,1635636300000,0.069599,0.069644,0.069567,0.069644,133.6143,ETH/BTC,binance
0.022,1635636600000,0.069648,0.069803,0.069614,0.069803,194.3117,ETH/BTC,binance
0.023,1635636900000,0.069803,0.069999,0.069777,0.069996,233.3382,ETH/BTC,binance
0.024,1635637200000,0.069997,0.070018,0.069863,0.069866,181.7132,ETH/BTC,binance
0.025,1635637500000,0.06987,0.069928,0.069838,0.069856,171.9432,ETH/BTC,binance
0.026,1635637800000,0.069858,0.069887,0.069822,0.069876,124.619,ETH/BTC,binance
0.027,1635638100000,0.069889,0.069986,0.06982,0.069861,197.0491,ETH/BTC,binance
0.028,1635638400000,0.069864,0.069895,0.069569,0.069718,461.2569,ETH/BTC,binance
0.029,1635638700000,0.069718,0.0702,0.069713,0.070132,797.5563,ETH/BTC,binance
0.03,1635639000000,0.070137,0.070197,0.070026,0.070098,358.308,ETH/BTC,binance
0.031,1635639300000,0.070098,0.070322,0.070098,0.070252,405.4479,ETH/BTC,binance
0.032,1635639600000,0.070253,0.070267,0.070055,0.070199,258.4466,ETH/BTC,binance
0.033,1635639900000,0.070199,0.070345,0.070181,0.070252,290.4581,ETH/BTC,binance
0.034,1635640200000,0.070251,0.070456,0.070247,0.070357,454.029,ETH/BTC,binance
0.035,1635640500000,0.070357,0.070477,0.070339,0.070469,555.7126,ETH/BTC,binance
0.036,1635640800000,0.070466,0.070474,0.070294,0.070332,260.9031,ETH/BTC,binance
0.037,1635641100000,0.070318,0.070475,0.07027,0.07032,398.7231,ETH/BTC,binance
0.038,1635641400000,0.07032,0.070342,0.070295,0.070303,111.2848,ETH/BTC,binance
0.039,1635641700000,0.070302,0.070334,0.07025,0.070273,223.4356,ETH/BTC,binance
0.04,1635642000000,0.070273,0.070465,0.070271,0.070414,520.4915,ETH/BTC,binance
0.041,1635642300000,0.07041,0.070448,0.070358,0.070384,132.3252,ETH/BTC,binance
0.042,1635642600000,0.070385,0.070405,0.070233,0.07025,287.6323,ETH/BTC,binance
0.043,1635642900000,0.070249,0.07027,0.070076,0.070076,188.9651,ETH/BTC,binance
0.044,1635643200000,0.070077,0.070144,0.070046,0.070046,218.4504,ETH/BTC,binance
0.045,1635643500000,0.070045,0.070077,0.069979,0.069989,251.2979,ETH/BTC,binance
0.046,1635643800000,0.069988,0.070044,0.069941,0.069987,374.3537,ETH/BTC,binance
0.047,1635644100000,0.069986,0.070029,0.069942,0.069998,547.811,ETH/BTC,binance
0.048,1635644400000,0.07,0.07016,0.069999,0.070085,298.6154,ETH/BTC,binance
0.049,1635644700000,0.070083,0.070205,0.070082,0.070195,194.5938,ETH/BTC,binance
0.05,1635645000000,0.070198,0.070271,0.070106,0.070106,165.7325,ETH/BTC,binance
0.051,1635645300000,0.070107,0.070187,0.070074,0.070184,124.364,ETH/BTC,binance
0.052,1635645600000,0.070188,0.070263,0.070175,0.070224,287.9406,ETH/BTC,binance
0.053,1635645900000,0.070228,0.07036,0.070228,0.070356,119.9708,ETH/BTC,binance
