,Date,Open,High,Low,Close,Volume,symbol,exchange
0.0,1635030000000,0.067471,0.067547,0.067436,0.067509,240.5411,ETH/BTC,binance
0.001,1635030300000,0.067515,0.067713,0.067515,0.067703,481.4532,ETH/BTC,binance
0.002,1635030600000,0.067702,0.067842,0.06765,0.067795,1017.8204,ETH/BTC,binance
0.003,1635030900000,0.067805,0.067874,0.06768,0.067707,502.424,ETH/BTC,binance
0.004,1635031200000,0.067711,0.067978,0.067711,0.067915,1051.5547,ETH/BTC,binance
0.005,1635031500000,0.06792,0.06806,0.067845,0.068033,765.6136,ETH/BTC,binance
0.006,1635031800000,0.068035,0.068079,0.067919,0.067919,586.8867,ETH/BTC,binance
0.007,1635032100000,0.06792,0.067939,0.067859,0.067899,248.4538,ETH/BTC,binance
0.008,1635032400000,0.067899,0.067922,0.067815,0.067831,196.7774,ETH/BTC,binance
0.009,1635032700000,0.067834,0.067951,0.067831,0.067902,199.1522,ETH/BTC,binance
0.01,1635033000000,0.0679,0.067973,0.0679,0.067968,110.0299,ETH/BTC,binance
0.011,1635033300000,0.067966,0.068017,0.067942,0.067997,345.6802,ETH/BTC,binance
0.012,1635033600000,0.067998,0.068163,0.067998,0.068036,834.1065,ETH/BTC,binance
0.013,1635033900000,0.068027,0.06803,0.067885,0.06802,668.0758,ETH/BTC,binance
0.014,1635034200000,0.068021,0.068093,0.068014,0.068047,530.7918,ETH/BTC,binance
0.015,1635034500000,0.068047,0.068052,0.067963,0.068052,425.4844,ETH/BTC,binance
0.016,1635034800000,0.068044,0.068052,0.06792,0.068008,358.5825,ETH/BTC,binance
0.017,1635035100000,0.068008,0.068031,0.067867,0.067902,188.1663,ETH/BTC,binance
0.018,1635035400000,0.067913,0.067937,0.067815,0.067835,195.1016,ETH/BTC,binance
0.019,1635035700000,0.067837,0.067874,0.0678,0.067828,180.9528,ETH/BTC,binance
0.02,1635036000000,0.067828,0.067831,0.067704,0.067786,284.4943,ETH/BTC,binance
0.021,1635036300000,0.067792,0.067797,0.067694,0.067725,190.0157,ETH/BTC,binance
0.022,1635036600000,0.067725,0.067824,0.067725,0.067748,160.4015,ETH/BTC,binance
0.023,1635036900000,0.067752,0.067833,0.067701,0.067788,307.7297,ETH/BTC,binance
0.024,1635037200000,0.067791,0.067833,0.067784,0.067793,145.5122,ETH/BTC,binance
0.025,1635037500000,0.067793,0.067855,0.067752,0.067798,170.9196,ETH/BTC,binance
0.026,1635037800000,0.067798,0.067826,0.067696,0.067706,350.8182,ETH/BTC,binance
0.027,1635038100000,0.067703,0.067703,0.067628,0.067669,186.1546,ETH/BTC,binance
0.028,1635038400000,0.067669,0.067694,0.06758,0.067581,271.5141,ETH/BTC,binance
0.029,1635038700000,0.06758,0.067619,0.067571,0.067595,410.9636,ETH/BTC,binance
0.03,1635039000000,0.067593,0.067704,0.067593,0.067669,177.0748,ETH/BTC,binance
0.031,1635039300000,0.067668,0.067732,0.067648,0.067728,212.7696,ETH/BTC,binance
0.032,1635039600000,0.067728,0.067728,0.067625,0.067625,161.1934,ETH/BTC,binance
0.033,1635039900000,0.067621,0.06763,0.067554,0.067579,212.7613,ETH/BTC,binance
0.034,1635040200000,0.067579,0.067691,0.067577,0.067649,214.3525,ETH/BTC,binance
0.035,1635040500000,0.06765,0.067737,0.06765,0.067724,235.5407,ETH/BTC,binance
0.036,1635040800000,0.067721,0.067818,0.067719,0.06778,413.8331,ETH/BTC,binance
0.037,1635041100000,0.067777,0.067804,0.067754,0.067782,389.2009,ETH/BTC,binance
0.038,1635041400000,0.06778,0.067792,0.067743,0.067744,266.1501,ETH/BTC,binance
0.039,1635041700000,0.067744,0.06776,0.067702,0.067702,115.7835,ETH/BTC,binance
0.04,1635042000000,0.067701,0.067724,0.067674,0.067716,144.2238,ETH/BTC,binance
0.041,1635042300000,0.067717,0.067731,0.067666,0.067715,317.4888,ETH/BTC,binance
0.042,1635042600000,0.067724,0.067751,0.067651,0.067719,292.0265,ETH/BTC,binance
0.043,1635042900000,0.067719,0.067781,0.067691,0.067718,130.8336,ETH/BTC,binance
0.044,1635043200000,0.067714,0.067747,0.067683,0.067683,100.1932,ETH/BTC,binance
0.045,1635043500000,0.067692,0.067706,0.067654,0.067692,112.2826,ETH/BTC,binance
0.046,1635043800000,0.067698,0.067698,0.067612,0.067666,110.6329,ETH/BTC,binance
0.047,1635044100000,0.067669,0.067706,0.067612,0.067663,114.8507,ETH/BTC,binance
0.048,1635044400000,0.067661,0.067665,0.067606,0.067611,121.0549,ETH/BTC,binance
0.049,1635044700000,0.067611,0.067644,0.067597,0.067633,123.0424,ETH/BTC,binance
0.05,1635045000000,0.067638,0.067667,0.067601,0.067622,126.1635,ETH/BTC,binance
0.051,1635045300000,0.067621,0.067622,0.067572,0.067582,51.8814,ETH/BTC,binance
0.052,1635045600000,0.067582,0.067658,0.06757,0.067637,95.9836,ETH/BTC,binance
0.053,1635045900000,0.067634,0.067653,0.067594,0.067611,150.3272,ETH/BTC,binance
0.054,1635046200000,0.06761,0.06763,0.067567,0.067595,127.4931,ETH/BTC,binance
0.055,1635046500000,0.067598,0.06767,0.067591,0.067663,296.5911,ETH/BTC,binance
0.056,1635046800000,0.067662,0.06767,0.067577,0.067578,191.0077,ETH/BTC,binance
0.057,1635047100000,0.067582,0.067607,0.067548,0.067548,92.3821,ETH/BTC,binance
0.058,1635047400000,0.067547,0.067548,0.0675,0.067503,175.149,ETH/BTC,binance
0.059,1635047700000,0.067501,0.067525,0.067481,0.067507,96.7752,ETH/BTC,binance
