,Date,Open,High,Low,Close,Volume,symbol,exchange
0.0,1634730000000,0.060506,0.060546,0.060495,0.060545,119.7539,ETH/BTC,binance
0.001,1634730300000,0.060541,0.060562,0.060505,0.060532,128.1205,ETH/BTC,binance
0.002,1634730600000,0.060533,0.060551,0.060512,0.060548,71.5338,ETH/BTC,binance
0.003,1634730900000,0.060548,0.060554,0.060509,0.060523,81.2439,ETH/BTC,binance
0.004,1634731200000,0.060527,0.0606,0.060506,0.060599,478.1629,ETH/BTC,binance
0.005,1634731500000,0.060599,0.060683,0.06051,0.06051,873.2292,ETH/BTC,binance
0.006,1634731800000,0.06051,0.060545,0.060491,0.060527,393.4515,ETH/BTC,binance
0.007,1634732100000,0.060532,0.060695,0.060381,0.060624,667.7098,ETH/BTC,binance
0.008,1634732400000,0.060624,0.060624,0.060538,0.06056,415.5167,ETH/BTC,binance
0.009,1634732700000,0.060563,0.0608,0.060563,0.060677,945.8906,ETH/BTC,binance
0.01,1634733000000,0.060677,0.061229,0.06067,0.06115,1631.2318,ETH/BTC,binance
0.011,1634733300000,0.061131,0.061341,0.061074,0.061165,2044.6335,ETH/BTC,binance
0.012,1634733600000,0.061164,0.061318,0.061056,0.061231,1418.7571,ETH/BTC,binance
0.013,1634733900000,0.061234,0.06152,0.061161,0.061162,1798.7598,ETH/BTC,binance
0.014,1634734200000,0.061162,0.061227,0.061091,0.061214,919.254,ETH/BTC,binance
0.015,1634734500000,0.061217,0.061246,0.0611,0.061106,699.1405,ETH/BTC,binance
0.016,1634734800000,0.061106,0.061355,0.061106,0.061288,762.5714,ETH/BTC,binance
0.017,1634735100000,0.06129,0.061335,0.061233,0.061329,491.3618,ETH/BTC,binance
0.018,1634735400000,0.061336,0.061409,0.061291,0.061303,837.6196,ETH/BTC,binance
0.019,1634735700000,0.061303,0.061318,0.061162,0.06123,658.612,ETH/BTC,binance
0.02,1634736000000,0.06123,0.06125,0.061179,0.061223,552.029,ETH/BTC,binance
0.021,1634736300000,0.061222,0.061227,0.06101,0.061019,1336.7021,ETH/BTC,binance
0.022,1634736600000,0.061019,0.061199,0.061006,0.061125,877.3282,ETH/BTC,binance
0.023,1634736900000,0.061125,0.061234,0.061117,0.061216,427.5051,ETH/BTC,binance
0.024,1634737200000,0.061216,0.061269,0.0605,0.060537,2692.3946,ETH/BTC,binance
0.025,1634737500000,0.060502,0.060726,0.060232,0.060688,2705.0706,ETH/BTC,binance
0.026,1634737800000,0.060682,0.060811,0.060532,0.060615,1378.5947,ETH/BTC,binance
0.027,1634738100000,0.060612,0.060717,0.060518,0.06059,1418.7545,ETH/BTC,binance
0.028,1634738400000,0.06058,0.060727,0.060484,0.060634,2049.8051,ETH/BTC,binance
0.029,1634738700000,0.060635,0.060792,0.060618,0.060651,895.2705,ETH/BTC,binance
0.03,1634739000000,0.060649,0.060817,0.060569,0.060753,672.8584,ETH/BTC,binance
0.031,1634739300000,0.06075,0.060813,0.060654,0.06079,744.5415,ETH/BTC,binance
0.032,1634739600000,0.06079,0.060858,0.06066,0.060665,593.3595,ETH/BTC,binance
0.033,1634739900000,0.060659,0.061095,0.060659,0.06096,1434.3223,ETH/BTC,binance
0.034,1634740200000,0.060969,0.061016,0.060688,0.060805,1637.0684,ETH/BTC,binance
0.035,1634740500000,0.060798,0.06093,0.060723,0.060837,947.3167,ETH/BTC,binance
0.036,1634740800000,0.060836,0.060875,0.060642,0.06071,1383.9705,ETH/BTC,binance
0.037,1634741100000,0.060708,0.060901,0.060701,0.060901,619.1886,ETH/BTC,binance
