,Date,Open,High,Low,Close,Volume,symbol,exchange
0.0,1516020000000,0.093116,0.0935,0.0927,0.093193,2150.723,ETH/BTC,binance
0.001,1516020300000,0.093124,0.093444,0.093101,0.093335,1587.022,ETH/BTC,binance
0.002,1516020600000,0.093432,0.093633,0.09334,0.09352,1627.951,ETH/BTC,binance
0.003,1516020900000,0.093444,0.093638,0.0934,0.093633,1281.038,ETH/BTC,binance
0.004,1516021200000,0.093533,0.093912,0.0895,0.09328,4125.39,ETH/BTC,binance
0.005,1516021500000,0.09319,0.093279,0.092331,0.092899,2082.255,ETH/BTC,binance
0.006,1516021800000,0.092895,0.09302,0.09271,0.092921,1013.912,ETH/BTC,binance
0.007,1516022100000,0.092921,0.093025,0.092807,0.09302,1214.138,ETH/BTC,binance
0.008,1516022400000,0.09302,0.09302,0.0928,0.09286,1236.894,ETH/BTC,binance
0.009,1516022700000,0.09286,0.092913,0.092806,0.092912,1353.978,ETH/BTC,binance
0.01,1516023000000,0.092912,0.092913,0.092784,0.092889,1242.07,ETH/BTC,binance
0.011,1516023300000,0.092784,0.092884,0.090944,0.092065,2301.959,ETH/BTC,binance
0.012,1516023600000,0.091871,0.092159,0.09167,0.092119,1548.373,ETH/BTC,binance
0.013,1516023900000,0.09203,0.092302,0.091746,0.091924,1469.138,ETH/BTC,binance
0.014,1516024200000,0.091924,0.0925,0.091666,0.092113,1529.91,ETH/BTC,binance
0.015,1516024500000,0.092075,0.092449,0.092071,0.092189,1549.742,ETH/BTC,binance
0.016,1516024800000,0.092088,0.092428,0.0916,0.091914,1423.082,ETH/BTC,binance
0.017,1516025100000,0.091914,0.091929,0.091395,0.091395,1109.929,ETH/BTC,binance
0.018,1516025400000,0.091395,0.091831,0.09127,0.091706,1497.128,ETH/BTC,binance
0.019,1516025700000,0.091706,0.09194,0.091,0.091444,1313.387,ETH/BTC,binance
0.02,1516026000000,0.091487,0.091592,0.091049,0.091511,1443.422,ETH/BTC,binance
0.021,1516026300000,0.091509,0.091592,0.091316,0.091342,1197.618,ETH/BTC,binance
0.022,1516026600000,0.091354,0.091536,0.0912,0.0913,1161.994,ETH/BTC,binance
0.023,1516026900000,0.0913,0.091565,0.091143,0.091563,1215.101,ETH/BTC,binance
0.024,1516027200000,0.091519,0.091926,0.09144,0.091823,1194.256,ETH/BTC,binance
0.025,1516027500000,0.091917,0.092,0.091666,0.091828,1182.225,ETH/BTC,binance
0.026,1516027800000,0.091828,0.092193,0.091726,0.092139,1165.033,ETH/BTC,binance
0.027,1516028100000,0.092139,0.092144,0.092,0.09208,1300.962,ETH/BTC,binance
0.028,1516028400000,0.092115,0.092721,0.092081,0.092527,1510.612,ETH/BTC,binance
0.029,1516028700000,0.092529,0.093065,0.09246,0.092952,1409.587,ETH/BTC,binance
0.03,1516029000000,0.093064,0.0935,0.0929,0.093312,1502.552,ETH/BTC,binance
0.031,1516029300000,0.093315,0.09375,0.093315,0.093643,896.851,ETH/BTC,binance
0.032,1516029600000,0.093555,0.093652,0.093007,0.093514,1113.949,ETH/BTC,binance
0.033,1516029900000,0.093409,0.094132,0.093409,0.094132,870.349,ETH/BTC,binance
0.034,1516030200000,0.094132,0.09438,0.093954,0.094057,966.263,ETH/BTC,binance
0.035,1516030500000,0.094059,0.094255,0.094033,0.094149,782.668,ETH/BTC,binance
0.036,1516030800000,0.094151,0.094493,0.094149,0.094394,812.152,ETH/BTC,binance
0.037,1516031100000,0.094394,0.094445,0.09426,0.09426,997.045,ETH/BTC,binance
0.038,1516031400000,0.094303,0.094323,0.094111,0.094189,733.581,ETH/BTC,binance
0.039,1516031700000,0.094208,0.094368,0.09358,0.093722,955.328,ETH/BTC,binance
0.04,1516032000000,0.093706,0.093722,0.093234,0.0934,1529.862,ETH/BTC,binance
0.041,1516032300000,0.093403,0.093504,0.093028,0.093379,975.551,ETH/BTC,binance
0.042,1516032600000,0.093379,0.093699,0.093263,0.093602,768.989,ETH/BTC,binance
0.043,1516032900000,0.093602,0.094,0.0936,0.093854,707.347,ETH/BTC,binance
0.044,1516033200000,0.093853,0.094098,0.093686,0.094098,941.922,ETH/BTC,binance
0.045,1516033500000,0.094028,0.094098,0.0939,0.094009,562.126,ETH/BTC,binance
0.046,1516033800000,0.094009,0.094034,0.093611,0.093714,799.093,ETH/BTC,binance
0.047,1516034100000,0.093633,0.093929,0.093473,0.093581,844.885,ETH/BTC,binance
0.048,1516034400000,0.093584,0.093792,0.093305,0.093456,796.57,ETH/BTC,binance
0.049,1516034700000,0.093456,0.0935,0.093274,0.09336,920.926,ETH/BTC,binance
0.05,1516035000000,0.09342,0.093493,0.0932,0.093334,603.978,ETH/BTC,binance
0.051,1516035300000,0.093313,0.093375,0.093001,0.093005,856.553,ETH/BTC,binance
0.052,1516035600000,0.093005,0.09312,0.092931,0.092955,950.61,ETH/BTC,binance
0.053,1516035900000,0.093048,0.0938,0.092841,0.093317,1138.314,ETH/BTC,binance
0.054,1516036200000,0.093296,0.0936,0.093024,0.09317,863.036,ETH/BTC,binance
0.055,1516036500000,0.093238,0.0936,0.093083,0.093267,752.087,ETH/BTC,binance
0.056,1516036800000,0.0932,0.093286,0.093101,0.093103,712.016,ETH/BTC,binance
0.057,1516037100000,0.093197,0.093496,0.093101,0.093258,566.129,ETH/BTC,binance
0.058,1516037400000,0.093168,0.093688,0.093168,0.093519,929.201,ETH/BTC,binance
0.059,1516037700000,0.093545,0.0937,0.093462,0.093564,494.443,ETH/BTC,binance
0.06,1516038000000,0.093551,0.093899,0.093487,0.093897,568.424,ETH/BTC,binance
0.061,1516038300000,0.093748,0.094,0.093748,0.093996,791.604,ETH/BTC,binance
0.062,1516038600000,0.094,0.094098,0.09391,0.09391,832.349,ETH/BTC,binance
0.063,1516038900000,0.09391,0.094098,0.09391,0.09398,565.538,ETH/BTC,binance
0.064,1516039200000,0.093979,0.094084,0.0936,0.093657,792.721,ETH/BTC,binance
0.065,1516039500000,0.093657,0.093753,0.0934,0.093517,698.368,ETH/BTC,binance
0.066,1516039800000,0.09352,0.0937,0.0934,0.09352,563.383,ETH/BTC,binance
0.067,1516040100000,0.09352,0.0938,0.09351,0.093717,652.12,ETH/BTC,binance
0.068,1516040400000,0.093717,0.094007,0.09356,0.09381,842.203,ETH/BTC,binance
0.069,1516040700000,0.09381,0.094098,0.0938,0.093999,591.508,ETH/BTC,binance
0.07,1516041000000,0.093999,0.094108,0.09393,0.093996,657.193,ETH/BTC,binance
0.071,1516041300000,0.093996,0.094348,0.093996,0.09427,1090.977,ETH/BTC,binance
0.072,1516041600000,0.09427,0.09427,0.094001,0.094235,771.48,ETH/BTC,binance
0.073,1516041900000,0.094121,0.0945,0.09402,0.094269,1029.965,ETH/BTC,binance
0.074,1516042200000,0.094104,0.094261,0.09393,0.093987,1064.751,ETH/BTC,binance
0.075,1516042500000,0.093987,0.094123,0.093941,0.094051,706.465,ETH/BTC,binance
0.076,1516042800000,0.094079,0.09438,0.094,0.094115,660.458,ETH/BTC,binance
0.077,1516043100000,0.094123,0.094331,0.093886,0.094001,775.898,ETH/BTC,binance
0.078,1516043400000,0.094018,0.0941,0.093606,0.093846,687.131,ETH/BTC,binance
0.079,1516043700000,0.093933,0.09434,0.093683,0.094078,720.412,ETH/BTC,binance
0.08,1516044000000,0.094078,0.094444,0.094078,0.094332,579.341,ETH/BTC,binance
0.081,1516044300000,0.094332,0.094494,0.094238,0.094358,461.467,ETH/BTC,binance
0.082,1516044600000,0.094363,0.094628,0.09423,0.094407,672.483,ETH/BTC,binance
0.083,1516044900000,0.0945,0.094626,0.094182,0.094419,910.683,ETH/BTC,binance
0.084,1516045200000,0.094419,0.094768,0.094419,0.094613,642.067,ETH/BTC,binance
0.085,1516045500000,0.094732,0.094732,0.094214,0.09429,667.769,ETH/BTC,binance
0.086,1516045800000,0.09429,0.09469,0.094182,0.09439,629.481,ETH/BTC,binance
0.087,1516046100000,0.09438,0.09469,0.09435,0.094445,502.168,ETH/BTC,binance
0.088,1516046400000,0.094445,0.094675,0.09435,0.094525,667.903,ETH/BTC,binance
0.089,1516046700000,0.094521,0.094598,0.094363,0.094496,694.639,ETH/BTC,binance
0.09,1516047000000,0.094496,0.094598,0.09435,0.094505,1004.532,ETH/BTC,binance
0.091,1516047300000,0.094505,0.094598,0.094273,0.094282,916.449,ETH/BTC,binance
0.092,1516047600000,0.094384,0.094459,0.094213,0.094214,1047.733,ETH/BTC,binance
0.093,1516047900000,0.094214,0.094348,0.0941,0.094288,1102.16,ETH/BTC,binance
0.094,1516048200000,0.094287,0.094412,0.094082,0.094241,1117.653,ETH/BTC,binance
0.095,1516048500000,0.094241,0.094425,0.094141,0.094337,948.656,ETH/BTC,binance
0.096,1516048800000,0.094221,0.094408,0.094113,0.094316,822.736,ETH/BTC,binance
0.097,1516049100000,0.094265,0.094598,0.094265,0.094485,690.609,ETH/BTC,binance
0.098,1516049400000,0.094409,0.094768,0.094367,0.094744,926.296,ETH/BTC,binance
0.099,1516049700000,0.094631,0.09478,0.09425,0.0947,988.587,ETH/BTC,binance
0.1,1516050000000,0.09458,0.094699,0.094302,0.094475,597.88,ETH/BTC,binance
0.101,1516050300000,0.094487,0.094656,0.094332,0.094469,571.817,ETH/BTC,binance
0.102,1516050600000,0.094469,0.094608,0.094316,0.09443,410.202,ETH/BTC,binance
0.103,1516050900000,0.094507,0.094748,0.0943,0.094321,428.853,ETH/BTC,binance
0.104,1516051200000,0.094321,0.094584,0.09432,0.094409,454.799,ETH/BTC,binance
0.105,1516051500000,0.094321,0.0948,0.094321,0.094451,396.674,ETH/BTC,binance
0.106,1516051800000,0.094403,0.094825,0.0944,0.094789,595.237,ETH/BTC,binance
0.107,1516052100000,0.094823,0.094823,0.094514,0.094622,490.854,ETH/BTC,binance
0.108,1516052400000,0.094592,0.094908,0.09445,0.094623,742.67,ETH/BTC,binance
0.109,1516052700000,0.094623,0.095317,0.094564,0.094714,470.243,ETH/BTC,binance
0.11,1516053000000,0.094646,0.0948,0.09451,0.09451,488.408,ETH/BTC,binance
0.111,1516053300000,0.09451,0.094616,0.094385,0.09445,390.713,ETH/BTC,binance
0.112,1516053600000,0.09445,0.094536,0.094376,0.094471,271.325,ETH/BTC,binance
0.113,1516053900000,0.094471,0.094512,0.094107,0.094272,486.2,ETH/BTC,binance
0.114,1516054200000,0.094272,0.094273,0.094072,0.094125,447.939,ETH/BTC,binance
0.115,1516054500000,0.094117,0.0942,0.09394,0.09404,631.789,ETH/BTC,binance
0.116,1516054800000,0.093956,0.094214,0.093938,0.093983,313.568,ETH/BTC,binance
0.117,1516055100000,0.093983,0.094251,0.093872,0.094234,381.983,ETH/BTC,binance
0.118,1516055400000,0.094251,0.094328,0.093963,0.094192,378.848,ETH/BTC,binance
0.119,1516055700000,0.094167,0.094228,0.093965,0.093969,305.883,ETH/BTC,binance
0.12,1516056000000,0.093969,0.094068,0.093847,0.093949,394.98,ETH/BTC,binance
0.121,1516056300000,0.093949,0.09399,0.09373,0.093925,318.538,ETH/BTC,binance
