,Date,Open,High,Low,Close,Volume,symbol,exchange
0.0,1516620000000,0.092363,0.092448,0.092207,0.092227,848.041,ETH/BTC,binance
0.001,1516620300000,0.092302,0.092448,0.092217,0.092258,723.3,ETH/BTC,binance
0.002,1516620600000,0.09226,0.092469,0.092258,0.092301,664.584,ETH/BTC,binance
0.003,1516620900000,0.092302,0.092469,0.0923,0.09231,691.221,ETH/BTC,binance
0.004,1516621200000,0.092311,0.09239,0.091751,0.092065,846.164,ETH/BTC,binance
0.005,1516621500000,0.092065,0.092215,0.091828,0.092197,759.931,ETH/BTC,binance
0.006,1516621800000,0.092093,0.092221,0.09193,0.09212,449.044,ETH/BTC,binance
0.007,1516622100000,0.09212,0.092302,0.091976,0.092037,636.32,ETH/BTC,binance
0.008,1516622400000,0.092128,0.092132,0.0918,0.09197,638.671,ETH/BTC,binance
0.009,1516622700000,0.091892,0.092205,0.091821,0.092154,540.436,ETH/BTC,binance
0.01,1516623000000,0.09215,0.0922,0.091909,0.091909,341.387,ETH/BTC,binance
0.011,1516623300000,0.091909,0.091999,0.09165,0.091668,519.935,ETH/BTC,binance
0.012,1516623600000,0.091668,0.09182,0.091505,0.09171,526.091,ETH/BTC,binance
0.013,1516623900000,0.09171,0.09174,0.091501,0.091506,685.963,ETH/BTC,binance
0.014,1516624200000,0.091508,0.09167,0.09142,0.091554,764.427,ETH/BTC,binance
0.015,1516624500000,0.091554,0.091863,0.091554,0.091797,655.108,ETH/BTC,binance
0.016,1516624800000,0.09176,0.092245,0.091554,0.09167,723.499,ETH/BTC,binance
0.017,1516625100000,0.091562,0.091846,0.09156,0.091703,838.842,ETH/BTC,binance
0.018,1516625400000,0.091609,0.091956,0.091602,0.091713,620.586,ETH/BTC,binance
0.019,1516625700000,0.091713,0.09189,0.091562,0.091642,656.686,ETH/BTC,binance
0.02,1516626000000,0.091642,0.0917,0.091425,0.091675,730.044,ETH/BTC,binance
0.021,1516626300000,0.091663,0.091781,0.091423,0.091423,788.458,ETH/BTC,binance
0.022,1516626600000,0.091489,0.091745,0.091226,0.091522,1499.624,ETH/BTC,binance
0.023,1516626900000,0.091555,0.091969,0.091448,0.091745,1346.764,ETH/BTC,binance
0.024,1516627200000,0.091652,0.092139,0.09148,0.091806,1338.722,ETH/BTC,binance
0.025,1516627500000,0.091806,0.091995,0.0916,0.091845,1245.429,ETH/BTC,binance
0.026,1516627800000,0.091845,0.09235,0.091755,0.092133,1358.82,ETH/BTC,binance
0.027,1516628100000,0.092133,0.092293,0.091948,0.092181,913.67,ETH/BTC,binance
0.028,1516628400000,0.092181,0.092275,0.091859,0.092114,1020.471,ETH/BTC,binance
0.029,1516628700000,0.092114,0.092419,0.091977,0.092399,1293.153,ETH/BTC,binance
0.03,1516629000000,0.092283,0.09258,0.092231,0.092376,1268.929,ETH/BTC,binance
0.031,1516629300000,0.092467,0.092599,0.092108,0.092452,1342.325,ETH/BTC,binance
0.032,1516629600000,0.0925,0.09258,0.092295,0.092321,1127.359,ETH/BTC,binance
0.033,1516629900000,0.092321,0.092699,0.09169,0.092607,1227.805,ETH/BTC,binance
0.034,1516630200000,0.092639,0.0927,0.092354,0.092399,1079.234,ETH/BTC,binance
0.035,1516630500000,0.0924,0.092657,0.0924,0.092554,770.076,ETH/BTC,binance
0.036,1516630800000,0.092554,0.092879,0.09252,0.092765,985.48,ETH/BTC,binance
0.037,1516631100000,0.092766,0.0929,0.092656,0.092721,904.417,ETH/BTC,binance
0.038,1516631400000,0.092722,0.092893,0.092652,0.092654,1193.98,ETH/BTC,binance
0.039,1516631700000,0.092655,0.092783,0.092375,0.092482,1033.365,ETH/BTC,binance
0.04,1516632000000,0.092482,0.092685,0.092413,0.092486,945.375,ETH/BTC,binance
0.041,1516632300000,0.09258,0.092655,0.092477,0.092648,715.268,ETH/BTC,binance
0.042,1516632600000,0.092648,0.09268,0.092523,0.092527,827.909,ETH/BTC,binance
0.043,1516632900000,0.092527,0.09267,0.092526,0.092669,650.613,ETH/BTC,binance
0.044,1516633200000,0.092582,0.09267,0.092459,0.092461,924.366,ETH/BTC,binance
0.045,1516633500000,0.092461,0.092599,0.09235,0.092429,633.005,ETH/BTC,binance
0.046,1516633800000,0.092429,0.092598,0.09221,0.092269,912.438,ETH/BTC,binance
0.047,1516634100000,0.092372,0.092555,0.09207,0.092289,906.434,ETH/BTC,binance
0.048,1516634400000,0.092246,0.092449,0.09215,0.092182,1140.102,ETH/BTC,binance
0.049,1516634700000,0.092182,0.09243,0.092115,0.092151,772.69,ETH/BTC,binance
0.05,1516635000000,0.092151,0.092244,0.092046,0.092177,564.114,ETH/BTC,binance
0.051,1516635300000,0.092178,0.0923,0.092083,0.092183,608.254,ETH/BTC,binance
0.052,1516635600000,0.092183,0.092298,0.092115,0.092138,824.492,ETH/BTC,binance
0.053,1516635900000,0.092122,0.09242,0.091889,0.092,933.782,ETH/BTC,binance
0.054,1516636200000,0.092,0.0925,0.091931,0.09236,1171.803,ETH/BTC,binance
0.055,1516636500000,0.092359,0.0925,0.091874,0.091941,1239.088,ETH/BTC,binance
0.056,1516636800000,0.091946,0.092357,0.09185,0.092116,934.762,ETH/BTC,binance
0.057,1516637100000,0.09212,0.092184,0.091873,0.092043,821.301,ETH/BTC,binance
0.058,1516637400000,0.092129,0.09218,0.0918,0.09193,681.987,ETH/BTC,binance
0.059,1516637700000,0.091927,0.09216,0.091822,0.09199,776.212,ETH/BTC,binance
0.06,1516638000000,0.092098,0.09218,0.0919,0.092005,1098.677,ETH/BTC,binance
0.061,1516638300000,0.091907,0.0923,0.091906,0.092151,677.52,ETH/BTC,binance
